C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_210.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_210.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_210.jpg, 0, 0, 0, 7.834944E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_311.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_311.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_311.jpg, 0, 0, 0, 8.018382E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_414.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_414.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_414.jpg, 0, 0, 0, 8.078711E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_524.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_524.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_524.jpg, 0, 0, 0, 8.001787E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_624.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_624.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_624.jpg, 0, 0, 0, 7.820864E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_728.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_728.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_728.jpg, 0, 0, 0, 7.963723E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_830.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_830.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_830.jpg, 0, 0, 0, 7.889337E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_13_938.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_13_938.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_13_938.jpg, 0, 0, 0, 7.825214E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_14_042.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_14_042.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_14_042.jpg, 0, 0, 0, 7.920968E-05
C:\Users\ASUS\Desktop\simulador carro\training data\IMG\center_2020_03_18_16_41_14_146.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\left_2020_03_18_16_41_14_146.jpg, C:\Users\ASUS\Desktop\simulador carro\training data\IMG\right_2020_03_18_16_41_14_146.jpg, 0, 0, 0, 7.800457E-05
